Date,Price,Log Price,Log Difference,,,
11/03/2020,"3,369.20",8.12,0.01766671693,,,
11/02/2020,"3,310.20",8.10,0.01221862562,,,
10/30/2020,"3,270.00",8.09,-0.01218841550,,,
10/29/2020,"3,310.10",8.10,0.01188265186,,,
10/28/2020,"3,271.00",8.09,-0.03594064120,,,
10/27/2020,"3,390.70",8.13,-0.00303311627,,,
10/26/2020,"3,401.00",8.13,-0.01875856007,,,
10/23/2020,"3,465.40",8.15,0.00343985655,,,
10/22/2020,"3,453.50",8.15,0.00519662664,,,
10/21/2020,"3,435.60",8.14,-0.00218064546,,,
10/20/2020,"3,443.10",8.14,0.00471616595,,,
10/19/2020,"3,426.90",8.14,-0.01646758964,,,
10/16/2020,"3,483.80",8.16,0.00014353174,,,
10/15/2020,"3,483.30",8.16,-0.00154905367,,,
10/14/2020,"3,488.70",8.16,-0.00662802758,,,
10/13/2020,"3,511.90",8.16,-0.00632976383,,,
10/12/2020,"3,534.20",8.17,0.01628835235,,,
10/09/2020,"3,477.10",8.15,0.00875234865,,,
10/08/2020,"3,446.80",8.15,0.00798116730,,,
10/07/2020,"3,419.40",8.14,0.01725630184,,,
10/06/2020,"3,360.90",8.12,-0.01409285456,,,
10/05/2020,"3,408.60",8.13,0.01781903001,,,
10/02/2020,"3,348.40",8.12,-0.00962974808,,,
10/01/2020,"3,380.80",8.13,0.00527893512,,,
09/30/2020,"3,363.00",8.12,0.00821083959,,,
09/29/2020,"3,335.50",8.11,-0.00481525059,,,
09/28/2020,"3,351.60",8.12,0.01597002408,,,
09/25/2020,"3,298.50",8.10,0.01585952479,,,
09/24/2020,"3,246.60",8.09,0.00299221323,,,
09/23/2020,"3,236.90",8.08,-0.02402252107,,,
09/22/2020,"3,315.60",8.11,0.01045987071,,,
09/21/2020,"3,281.10",8.10,-0.01163543715,,,
09/18/2020,"3,319.50",8.11,-0.01123354882,,,
09/17/2020,"3,357.00",8.12,-0.00845388795,,,
09/16/2020,"3,385.50",8.13,-0.00462670459,,,
09/15/2020,"3,401.20",8.13,0.00521763384,,,
09/14/2020,"3,383.50",8.13,0.01264051332,,,
09/11/2020,"3,341.00",8.11,0.00053890603,,,
09/10/2020,"3,339.20",8.11,-0.01775001337,,,
09/09/2020,"3,399.00",8.13,0.01996857222,,,
09/08/2020,"3,331.80",8.11,-0.02817254440,,,
09/04/2020,"3,427.00",8.14,-0.00816615747,,,
09/03/2020,"3,455.10",8.15,-0.03573483877,,,
09/02/2020,"3,580.80",8.18,0.01522364962,,,
09/01/2020,"3,526.70",8.17,0.00751391041,,,
08/31/2020,"3,500.30",8.16,-0.00219739540,,,
08/28/2020,"3,508.00",8.16,0.00669281450,,,
08/27/2020,"3,484.60",8.16,0.00169459923,,,
08/26/2020,"3,478.70",8.15,0.01014122497,,,
08/25/2020,"3,443.60",8.14,0.00357823768,,,
08/24/2020,"3,431.30",8.14,0.00998763519,,,
08/21/2020,"3,397.20",8.13,0.00344995698,,,
08/20/2020,"3,385.50",8.13,0.00316554263,,,
08/19/2020,"3,374.80",8.12,-0.00443485929,,,
08/18/2020,"3,389.80",8.13,0.00230367213,,,
08/17/2020,"3,382.00",8.13,0.00272399055,,,
08/14/2020,"3,372.80",8.12,-0.00017787792,,,
08/13/2020,"3,373.40",8.12,-0.00204332511,,,
08/12/2020,"3,380.30",8.13,0.01388166468,,,
08/11/2020,"3,333.70",8.11,-0.00800697415,,,
08/10/2020,"3,360.50",8.12,0.00274144217,,,
08/07/2020,"3,351.30",8.12,0.00062681891,,,
08/06/2020,"3,349.20",8.12,0.00641008635,,,
08/05/2020,"3,327.80",8.11,0.00642119687,,,
08/04/2020,"3,306.50",8.10,0.00360546360,,,
08/03/2020,"3,294.60",8.10,0.00715844475,,,
07/31/2020,"3,271.10",8.09,0.00764123829,,,
07/30/2020,"3,246.20",8.09,-0.00375119586,,,
